,userId,,company,,role,,location,,startDate,,endDate,
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Cielo,"','",Livetube,"','",Programmer Analyst III,"','",Pushkino,"','",9/15/1988,"','",9/16/1924,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Johathan_Balistreri,"','",Youopia,"','",Recruiter,"','",Oslo,"','",3/22/1993,"','",10/12/2000,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Eli_Schmidt,"','",Vitz,"','",Editor,"','",Philadelphia,"','",10/17/2010,"','",11/2/1989,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dallin,"','",Photojam,"','",Marketing Manager,"','",Loen,"','",8/5/1957,"','",9/16/1961,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kaci,"','",Eadel,"','",Desktop Support Technician,"','",Rambatan,"','",8/15/1928,"','",7/17/1986,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Shannon_Russel,"','",Omba,"','",Health Coach II,"','",Baisha,"','",2/21/1978,"','",4/16/2006,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jeff.Stoltenberg,"','",Trilia,"','",Junior Executive,"','",Gabao,"','",5/19/1957,"','",1/8/1972,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lori_Hammes,"','",Avavee,"','",Research Associate,"','",Shensuo,"','",5/9/1982,"','",9/5/1930,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ellsworth.Dickens,"','",Kwideo,"','",Chemical Engineer,"','",Bureng,"','",9/12/1951,"','",3/27/1999,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Javon,"','",Blogspan,"','",Help Desk Operator,"','",Klau,"','",12/18/1979,"','",9/10/1973,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Destiny_Lehner,"','",Kanoodle,"','",Biostatistician III,"','",Liangcunchang,"','",10/10/2003,"','",11/14/1933,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Matilde_Boyle,"','",Realmix,"','",Social Worker,"','",Mendefera,"','",2/2/1947,"','",10/25/1915,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Myah.Hane,"','",Skilith,"','",Help Desk Technician,"','",Runsonglaozhai,"','",8/11/1938,"','",11/11/1992,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ralph_Kshlerin,"','",Topicshots,"','",Clinical Specialist,"','",Los Angeles,"','",6/8/1987,"','",11/19/1924,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Seamus,"','",Oyoloo,"','",Physical Therapy Assistant,"','",Yoshikawa,"','",10/7/1946,"','",2/26/1923,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rusty.Hickle,"','",Browsecat,"','",Staff Accountant IV,"','",Cinyawang,"','",8/12/1970,"','",10/3/1955,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Isabell.Parker,"','",Thoughtsphere,"','",Biostatistician I,"','",Zaysan,"','",8/19/1996,"','",3/13/2012,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Randal,"','",Jabbersphere,"','",Geological Engineer,"','",Stadtbredimus,"','",6/22/1921,"','",4/21/1987,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Angel,"','",Yotz,"','",Programmer Analyst II,"','",Kebonbencoy,"','",2/18/1928,"','",12/13/2013,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Krystel,"','",Voonder,"','",Research Associate,"','",Bureng,"','",11/21/1934,"','",1/15/1974,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Miguel_Bosco,"','",Kazio,"','",Civil Engineer,"','",Isidro Fabela,"','",3/9/1964,"','",1/21/1941,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kamren.Mohr,"','",Jaloo,"','",Librarian,"','",Bureng,"','",2/11/1983,"','",10/26/1967,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Willa,"','",Ailane,"','",Web Designer III,"','",Tamanan,"','",4/20/1975,"','",1/26/2013,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Destiny.Schamberger,"','",Brainbox,"','",Social Worker,"','",Tinawagan,"','",5/20/1952,"','",6/18/2012,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Annamae_Jacobs,"','",Skiba,"','",General Manager,"','",Salgado,"','",11/18/1917,"','",4/16/1984,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Mabel.Gislason,"','",Mydeo,"','",Professor,"','",Cosne-Cours-sur-Loire,"','",8/31/1933,"','",2/24/1985,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Keon_Cartwright,"','",Camimbo,"','",Environmental Tech,"','",Quartier Morin,"','",3/27/1983,"','",10/17/1916,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Walter_Rempel,"','",Skyba,"','",Sales Representative,"','",Lagunas,"','",3/20/1988,"','",8/19/1965,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nico_Kunde,"','",Demimbu,"','",Help Desk Technician,"','",Bureng,"','",3/21/1980,"','",6/5/1910,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Virginie_McLaughlin,"','",Wikido,"','",Accountant II,"','",Manorom,"','",2/17/1980,"','",9/10/1974,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Zachery,"','",Mita,"','",Account Executive,"','",Turba,"','",3/29/2015,"','",12/13/1914,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kiana_Hayes,"','",Nlounge,"','",Operator,"','",Weiyang,"','",12/24/1949,"','",5/14/1930,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lenora,"','",Dabfeed,"','",Paralegal,"','",Zhouzai,"','",12/16/1980,"','",3/18/1925,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rocky_Kunde,"','",Skyvu,"','",Executive Secretary,"','",Loujiadian,"','",10/9/1916,"','",2/4/1925,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Karli_Grant,"','",Flashset,"','",Programmer I,"','",Turba,"','",9/9/1979,"','",8/20/1966,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dedric,"','",Izio,"','",Analog Circuit Design manager,"','",Asaka,"','",6/26/1970,"','",5/25/1947,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nicolas,"','",Fivechat,"','",Environmental Specialist,"','",Livramento do Brumado,"','",12/24/2005,"','",6/9/2003,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Harry.Dach,"','",Voolith,"','",Cost Accountant,"','",Sumbergebang,"','",10/22/1977,"','",2/28/2005,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nickolas,"','",Zazio,"','",VP Marketing,"','",Sanzhang,"','",7/28/1916,"','",4/6/1930,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Frankie_McClure,"','",Demimbu,"','",Environmental Specialist,"','",James Craik,"','",5/3/1933,"','",5/7/1927,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Samson_Smith,"','",Lajo,"','",Product Engineer,"','",Barra de Carrasco,"','",4/15/2011,"','",2/18/1971,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lexie_Shields,"','",Twinder,"','",Biostatistician I,"','",San Ignacio de Velasco,"','",2/12/1956,"','",10/31/1948,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rasheed_Olson,"','",Feedfish,"','",Data Coordiator,"','",Sukapura,"','",4/23/1927,"','",5/9/1911,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Everette,"','",Wordware,"','",GIS Technical Architect,"','",Turba,"','",7/26/1934,"','",9/6/1936,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Alfred,"','",Zoozzy,"','",Business Systems Development Analyst,"','",Huoshaoping,"','",6/17/2005,"','",4/3/2004,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Thalia.McDermott,"','",Kwinu,"','",Financial Advisor,"','",Tyoply Stan,"','",5/1/1975,"','",1/30/1949,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tyra_Raynor,"','",Babbleopia,"','",Senior Developer,"','",Xishaqiao,"','",6/21/2001,"','",3/6/2012,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Malvina.Bergnaum,"','",Jaxspan,"','",Account Executive,"','",Tyoply Stan,"','",2/10/1999,"','",10/29/1980,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Joanie.Aufderhar,"','",Blogtags,"','",Statistician III,"','",Tyoply Stan,"','",6/30/1920,"','",1/27/1930,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Heath_Rice,"','",Jaxworks,"','",Senior Financial Analyst,"','",Dongqiao,"','",12/23/1932,"','",1/28/1950,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lenora_Bailey,"','",Jabbertype,"','",Software Test Engineer III,"','",Jieshi,"','",9/6/1965,"','",9/25/1982,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kariane,"','",Rhyzio,"','",Human Resources Manager,"','",Caoping,"','",2/3/1944,"','",12/2/2012,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Herminia_Williamson,"','",Voomm,"','",Senior Editor,"','",Chinameca,"','",7/30/1912,"','",10/1/2011,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Virgil.Powlowski,"','",Realmix,"','",Mechanical Systems Engineer,"','",Kitsuki,"','",7/2/1932,"','",6/10/2008,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Asia,"','",Skimia,"','",Senior Cost Accountant,"','",Hampang,"','",3/5/1936,"','",8/31/2002,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Victoria,"','",Quimm,"','",Design Engineer,"','",Montreuil,"','",12/15/1996,"','",3/26/2014,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Guido_Langworth,"','",Zava,"','",Account Representative III,"','",Bangbayang,"','",12/17/1948,"','",5/18/1929,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Zakary.Boehm,"','",Voolith,"','",Marketing Assistant,"','",Luau,"','",1/25/2003,"','",7/12/1932,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lelah.Marquardt,"','",Myworks,"','",Quality Control Specialist,"','",Waina,"','",9/23/1969,"','",10/23/2010,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Alec_Okuneva,"','",Kaymbo,"','",Chief Design Engineer,"','",Las Parejas,"','",7/17/1942,"','",11/23/1911,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jeanie,"','",Tagcat,"','",Analyst Programmer,"','",Santa Clara La Laguna,"','",11/10/1926,"','",1/11/1915,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lorenza_Gleason,"','",Katz,"','",Desktop Support Technician,"','",Butembo,"','",2/20/1926,"','",10/21/1955,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Celestino.Stiedemann,"','",Flipbug,"','",Staff Accountant III,"','",Pasadena,"','",7/14/1910,"','",1/7/1970,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Darryl_Bosco,"','",Katz,"','",Software Consultant,"','",Tyoply Stan,"','",9/19/1956,"','",2/2/1922,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Samson,"','",Zoovu,"','",Office Assistant III,"','",Tyoply Stan,"','",10/16/2004,"','",1/22/1924,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nakia_Hackett,"','",Rhyzio,"','",Assistant Media Planner,"','",Guotan,"','",12/8/1989,"','",10/7/1952,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Stefan.Runte,"','",Realbridge,"','",Pharmacist,"','",Suibara,"','",3/2/1992,"','",11/26/1918,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Earlene.Deckow,"','",Meembee,"','",Office Assistant II,"','",Nyazura,"','",11/27/1929,"','",12/19/1923,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Magnus.Powlowski,"','",Dynazzy,"','",GIS Technical Architect,"','",Energeticheskiy,"','",3/6/2002,"','",12/10/2004,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Merle_Harvey,"','",Brightbean,"','",Database Administrator IV,"','",Xilong,"','",12/28/1937,"','",8/31/1997,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Angelica,"','",Divanoodle,"','",Staff Scientist,"','",Chengcun,"','",6/15/1922,"','",1/19/1944,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kaycee_Heathcote,"','",Wordify,"','",Marketing Manager,"','",Georgetown,"','",5/25/1913,"','",11/26/1965,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dortha.Braun,"','",Meedoo,"','",VP Accounting,"','",Yono,"','",1/25/1914,"','",4/16/1989,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kassandra_Thompson,"','",Flashset,"','",Human Resources Manager,"','",Xinminxiang,"','",5/13/1924,"','",12/27/1938,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nyasia_Gaylord,"','",Miboo,"','",Financial Analyst,"','",Luxi,"','",11/10/1974,"','",1/5/1959,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Luciano.Wolf,"','",Yata,"','",Assistant Media Planner,"','",Shenzhong,"','",12/19/1979,"','",4/6/1979,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Keely,"','",Mydeo,"','",Statistician II,"','",Tyoply Stan,"','",12/28/2003,"','",3/18/1994,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Cecil_Jakubowski,"','",Jayo,"','",Community Outreach Specialist,"','",Kumla,"','",10/29/1955,"','",2/10/1997,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Bria,"','",Skyvu,"','",Data Coordiator,"','",Ta Khmau,"','",10/3/1913,"','",8/24/2009,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Yvonne,"','",Yodo,"','",Financial Analyst,"','",Coronda,"','",9/3/1939,"','",11/12/1997,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Coby,"','",Tazzy,"','",Recruiting Manager,"','",Tyoply Stan,"','",3/12/1950,"','",2/19/1929,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nadia_Hyatt,"','",Browsecat,"','",Social Worker,"','",Kanashevo,"','",5/23/1960,"','",6/4/1949,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Mozelle.Hickle,"','",Yakijo,"','",Project Manager,"','",Paya Dapur,"','",3/29/1974,"','",9/24/1912,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jeffrey,"','",Livetube,"','",Associate Professor,"','",Houyu,"','",6/7/1996,"','",3/19/2005,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Domenico,"','",Oyonder,"','",Compensation Analyst,"','",Tyoply Stan,"','",12/23/1985,"','",12/3/2005,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tia,"','",Browsezoom,"','",Help Desk Operator,"','",Betong,"','",5/24/1983,"','",10/20/1981,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Arianna_Huel,"','",Gigashots,"','",Dental Hygienist,"','",Tim,"','",9/12/1915,"','",4/6/1997,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Wilton,"','",Topicblab,"','",Web Designer III,"','",Xike,"','",4/14/1944,"','",7/12/1998,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Keaton,"','",Livetube,"','",Legal Assistant,"','",Mikhaylovka,"','",10/8/2000,"','",6/6/1948,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Maritza.Schneider,"','",Trilith,"','",Nuclear Power Engineer,"','",Ayapel,"','",11/14/1937,"','",6/17/1943,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Keon,"','",Zoomcast,"','",General Manager,"','",Uzunovo,"','",9/13/1947,"','",7/5/1974,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Adella,"','",Myworks,"','",Project Manager,"','",Llano Largo,"','",3/25/2008,"','",7/13/2004,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Cordia_Volkman,"','",Kazu,"','",Programmer Analyst II,"','",Tyoply Stan,"','",6/14/1978,"','",1/28/1987,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Christine.Schuster,"','",Janyx,"','",Account Coordinator,"','",Cilegi,"','",6/29/1960,"','",12/7/1944,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Antonina_Rohan,"','",Eadel,"','",Geologist III,"','",Sinacaban,"','",3/10/1975,"','",6/3/2008,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Luciano,"','",Devcast,"','",Executive Secretary,"','",Sidareja,"','",11/4/1961,"','",7/29/1928,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Alize,"','",Oyonder,"','",Sales Representative,"','",Tyoply Stan,"','",2/4/1941,"','",5/9/1978,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lizeth,"','",Skajo,"','",Pharmacist,"','",Seattle,"','",11/7/1984,"','",8/18/2002,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Antonette,"','",Flipopia,"','",Research Nurse,"','",Pag,"','",4/18/1968,"','",10/28/1910,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Minerva,"','",Tagpad,"','",Human Resources Manager,"','",Tyoply Stan,"','",12/4/1971,"','",8/3/1964,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Fiona,"','",Buzzshare,"','",Programmer Analyst II,"','",Xincheng,"','",11/15/1931,"','",9/30/2004,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Luigi,"','",Tagpad,"','",Desktop Support Technician,"','",Yermolayevo,"','",8/19/1918,"','",12/29/2013,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Larue,"','",Topdrive,"','",Speech Pathologist,"','",Ochakiv,"','",12/18/1994,"','",7/8/1953,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Laurence,"','",Bluezoom,"','",Assistant Manager,"','",Runjin,"','",12/4/1949,"','",5/14/1913,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Myriam.Eichmann,"','",Livetube,"','",Sales Associate,"','",Prado Siongco,"','",6/25/1968,"','",8/21/1939,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dorcas,"','",Camimbo,"','",Staff Scientist,"','",Mentaraman Satu,"','",1/2/1964,"','",4/30/1926,');
